"Fecha","Primera","Segunda","Unica","Refuerzo"
"13-Abr","17325641.0","16857428.0","574605.0","13796952.0"
"14-Abr","17327424.0","16860826.0","574605.0","13818664.0"
"15-Abr","17327443.0","16860846.0","574605.0","13818843.0"
"16-Abr","17327451.0","16860868.0","574605.0","13819023.0"
"17-Abr","17327460.0","16860879.0","574605.0","13819105.0"
"18-Abr","17329250.0","16864245.0","574606.0","13834348.0"
"19-Abr","17330736.0","16867168.0","574608.0","13850292.0"
"20-Abr","17332291.0","16869938.0","574608.0","13867028.0"
"21-Abr","17333731.0","16872352.0","574610.0","13882141.0"
"22-Abr","17335295.0","16875443.0","574616.0","13899890.0"
"23-Abr","17335586.0","16875975.0","574616.0","13904068.0"
"24-Abr","17335594.0","16875991.0","574616.0","13904202.0"
"25-Abr","17337297.0","16878868.0","574623.0","13919190.0"
"26-Abr","17338807.0","16881347.0","574630.0","13934140.0"
"27-Abr","17340222.0","16883776.0","574637.0","13948231.0"
"28-Abr","17341698.0","16886307.0","574642.0","13962782.0"
"29-Abr","17343329.0","16889125.0","574646.0","13981112.0"
"30-Abr","17343627.0","16889604.0","574646.0","13985999.0"
"01-May","17343629.0","16889605.0","574646.0","13986008.0"
"02-May","17345330.0","16892311.0","574649.0","14004381.0"
"03-May","17346917.0","16894893.0","574655.0","14022736.0"
"04-May","17348503.0","16897516.0","574661.0","14043053.0"
"05-May","17350101.0","16899994.0","574667.0","14063873.0"
"06-May","17351797.0","16902760.0","574675.0","14087596.0"
"07-May","17352143.0","16903284.0","574675.0","14093453.0"
"08-May","17352157.0","16903313.0","574675.0","14093721.0"
"09-May","17353865.0","16906094.0","574678.0","14114808.0"
"10-May","17355445.0","16908560.0","574678.0","14133422.0"
"11-May","17357122.0","16911018.0","574678.0","14155582.0"
"12-May","17358956.0","16913492.0","574679.0","14178121.0"
"13-May","17360899.0","16916027.0","574680.0","14203903.0"
"14-May","17361335.0","16916595.0","574680.0","14212238.0"
"15-May","17361360.0","16916639.0","574680.0","14212911.0"
"16-May","17363620.0","16919515.0","574681.0","14238835.0"
"17-May","17365960.0","16922489.0","574683.0","14267030.0"
"18-May","17368260.0","16925633.0","574684.0","14297081.0"
"19-May","17370573.0","16928553.0","574684.0","14325129.0"
"20-May","17373060.0","16931730.0","574685.0","14356077.0"
"21-May","17373323.0","16932097.0","574686.0","14361375.0"
"22-May","17373355.0","16932148.0","574686.0","14362088.0"
"23-May","17375913.0","16935280.0","574689.0","14390475.0"
"24-May","17378406.0","16938176.0","574690.0","14419155.0"
"25-May","17380858.0","16941211.0","574693.0","14448434.0"
"26-May","17383224.0","16944255.0","574696.0","14477683.0"
"27-May","17385517.0","16947173.0","574699.0","14509774.0"
"28-May","17386222.0","16948030.0","574700.0","14522500.0"
"29-May","17386272.0","16948098.0","574700.0","14523491.0"
"30-May","17388631.0","16951149.0","574700.0","14553333.0"
"31-May","17391014.0","16954441.0","574700.0","14587390.0"
"01-Jun","17393444.0","16957522.0","574701.0","14618617.0"
"02-Jun","17395578.0","16960290.0","574703.0","14648114.0"
"03-Jun","17397339.0","16962710.0","574704.0","14676299.0"
"04-Jun","17397837.0","16963328.0","574704.0","14685424.0"
"05-Jun","17397883.0","16963389.0","574704.0","14686349.0"
"06-Jun","17400193.0","16966315.0","574707.0","14713712.0"
"07-Jun","17402307.0","16968918.0","574708.0","14739865.0"
"08-Jun","17404422.0","16971550.0","574708.0","14764371.0"
"09-Jun","17406456.0","16974131.0","574711.0","14787671.0"
"10-Jun","17408324.0","16976786.0","574713.0","14812525.0"
"11-Jun","17408797.0","16977347.0","574713.0","14820143.0"
"12-Jun","17408857.0","16977397.0","574713.0","14820790.0"
"13-Jun","17410804.0","16979949.0","574714.0","14840735.0"
"14-Jun","17412503.0","16982365.0","574714.0","14860692.0"
"15-Jun","17414336.0","16984769.0","574714.0","14880058.0"
"16-Jun","17416030.0","16987175.0","574714.0","14898016.0"
"17-Jun","17417644.0","16989386.0","574714.0","14916479.0"
"18-Jun","17418002.0","16989866.0","574714.0","14922157.0"
"19-Jun","17418030.0","16989902.0","574714.0","14922550.0"
"20-Jun","17419628.0","16992346.0","574714.0","14945980.0"
"21-Jun","17419697.0","16992448.0","574714.0","14947059.0"
"22-Jun","17421302.0","16994750.0","574714.0","14962760.0"
"23-Jun","17422688.0","16996589.0","574714.0","14977813.0"
"24-Jun","17424151.0","16998791.0","574714.0","14994142.0"
"25-Jun","17424485.0","16999282.0","574714.0","14999549.0"
"26-Jun","17424522.0","16999340.0","574714.0","15000011.0"
"27-Jun","17424592.0","16999432.0","574714.0","15000801.0"
"28-Jun","17426166.0","17001990.0","574714.0","15015565.0"
"29-Jun","17427631.0","17004303.0","574714.0","15031928.0"
"30-Jun","17429007.0","17006635.0","574714.0","15050796.0"
"01-Jul","17429918.0","17008274.0","574714.0","15062557.0"
"02-Jul","17430206.0","17008666.0","574714.0","15066302.0"
"03-Jul","17430241.0","17008714.0","574714.0","15066728.0"
"04-Jul","17431795.0","17011364.0","574714.0","15086180.0"
"05-Jul","17433243.0","17013811.0","574714.0","15105223.0"
"06-Jul","17434474.0","17015814.0","574714.0","15121606.0"
"07-Jul","17436004.0","17018106.0","574714.0","15139533.0"
"08-Jul","17437218.0","17020206.0","574714.0","15155532.0"
"09-Jul","17437464.0","17020599.0","574714.0","15158927.0"
"10-Jul","17437501.0","17020668.0","574714.0","15159246.0"
"11-Jul","17438944.0","17023007.0","574714.0","15175403.0"
"12-Jul","17440339.0","17025352.0","574714.0","15192848.0"
"13-Jul","17441632.0","17027461.0","574714.0","15209499.0"
"14-Jul","17442725.0","17029095.0","574714.0","15222143.0"
"15-Jul","17443877.0","17030748.0","574714.0","15234650.0"
"16-Jul","17443975.0","17030888.0","574714.0","15235945.0"
"17-Jul","17444007.0","17030921.0","574714.0","15236195.0"
"18-Jul","17445618.0","17033379.0","574714.0","15253788.0"
"19-Jul","17447183.0","17035563.0","574714.0","15271851.0"
"20-Jul","17448676.0","17037869.0","574714.0","15289722.0"
"21-Jul","17450132.0","17040021.0","574714.0","15307525.0"
"22-Jul","17451668.0","17042334.0","574714.0","15325528.0"
"23-Jul","17452036.0","17042817.0","574714.0","15329630.0"
"24-Jul","17452068.0","17042863.0","574714.0","15329949.0"
"25-Jul","17453518.0","17044610.0","574714.0","15340517.0"
"26-Jul","17454772.0","17046258.0","574714.0","15350670.0"
"27-Jul","17456003.0","17048010.0","574714.0","15361146.0"
"28-Jul","17457334.0","17049792.0","574714.0","15371767.0"
"29-Jul","17458611.0","17051439.0","574714.0","15383256.0"
"30-Jul","17458893.0","17051865.0","574714.0","15386288.0"
"31-Jul","17458921.0","17051904.0","574714.0","15386577.0"
"01-Ago","17460165.0","17053547.0","574714.0","15395499.0"
"02-Ago","17461343.0","17055107.0","574714.0","15404174.0"
"03-Ago","17462502.0","17056604.0","574714.0","15413031.0"
"04-Ago","17463532.0","17058141.0","574714.0","15421442.0"
"05-Ago","17464549.0","17059554.0","574714.0","15430358.0"
"06-Ago","17464733.0","17059790.0","574714.0","15432324.0"
"07-Ago","17464753.0","17059820.0","574714.0","15432574.0"
"08-Ago","17465928.0","17061483.0","574714.0","15440704.0"
"09-Ago","17467144.0","17063066.0","574714.0","15448704.0"
"10-Ago","17468261.0","17064671.0","574714.0","15457029.0"
"11-Ago","17469265.0","17066050.0","574714.0","15464728.0"
"12-Ago","17470335.0","17067470.0","574716.0","15473243.0"
"13-Ago","17470572.0","17067761.0","574716.0","15475355.0"
"14-Ago","17470589.0","17067782.0","574716.0","15475562.0"
"15-Ago","17470615.0","17067817.0","574716.0","15475863.0"
"16-Ago","17471666.0","17069408.0","574716.0","15483143.0"
"17-Ago","17472733.0","17070916.0","574716.0","15490885.0"
"18-Ago","17473808.0","17072483.0","574716.0","15498606.0"
"19-Ago","17474901.0","17074106.0","574716.0","15506920.0"
"20-Ago","17475121.0","17074432.0","574716.0","15509143.0"
"21-Ago","17475133.0","17074464.0","574716.0","15509322.0"
"22-Ago","17476190.0","17076094.0","574716.0","15516874.0"
"23-Ago","17477170.0","17077530.0","574716.0","15523835.0"
"24-Ago","17478163.0","17078998.0","574716.0","15531384.0"
"25-Ago","17479050.0","17080332.0","574716.0","15538434.0"
"26-Ago","17480022.0","17081800.0","574716.0","15545667.0"
"27-Ago","17480231.0","17082093.0","574716.0","15547528.0"
"28-Ago","17480255.0","17082129.0","574716.0","15547711.0"
"29-Ago","17481360.0","17083778.0","574716.0","15554401.0"
"30-Ago","17482286.0","17085158.0","574716.0","15560972.0"
"31-Ago","17483128.0","17086428.0","574716.0","15566983.0"
"01-Sep","17483924.0","17087604.0","574716.0","15572724.0"
"02-Sep","17484887.0","17088892.0","574716.0","15580113.0"
"03-Sep","17485050.0","17089105.0","574716.0","15581429.0"
"04-Sep","17485057.0","17089117.0","574716.0","15581515.0"
"05-Sep","17485938.0","17090461.0","574716.0","15588256.0"
"06-Sep","17486705.0","17091572.0","574716.0","15593522.0"
"07-Sep","17487496.0","17092697.0","574716.0","15598842.0"
"08-Sep","17488126.0","17093672.0","574716.0","15603787.0"
"09-Sep","17488903.0","17094804.0","574716.0","15609126.0"
"10-Sep","17489035.0","17095044.0","574716.0","15610426.0"
"11-Sep","17489044.0","17095069.0","574716.0","15610531.0"
"12-Sep","17489801.0","17096030.0","574716.0","15615814.0"
"13-Sep","17490433.0","17097070.0","574716.0","15620867.0"
"14-Sep","17491027.0","17097942.0","574716.0","15625118.0"
"15-Sep","17491361.0","17098490.0","574716.0","15627489.0"
"16-Sep","17491375.0","17098521.0","574716.0","15627610.0"
"17-Sep","17491388.0","17098541.0","574716.0","15627700.0"
"18-Sep","17491388.0","17098541.0","574716.0","15627727.0"
"19-Sep","17491391.0","17098546.0","574716.0","15627762.0"
"20-Sep","17491708.0","17099094.0","574716.0","15629621.0"
