"Region","Antofagasta","Arica y Parinacota","Atacama","Aysén","Biobío","Coquimbo","Araucanía","O’Higgins","Los Lagos","Los Ríos","Magallanes","Maule","Metropolitana","Tarapacá","Valparaíso","Ñuble"
"10-Abr","12.8","13.1","15.6","17.8","23.4","16.8","16.7","15.8","12.0","17.2","18.7","22.3","16.1","7.0","17.2","20.8"
"11-Abr","12.7","13.5","15.6","18.1","22.6","15.9","15.8","15.3","11.1","16.5","16.7","21.6","16.1","6.6","16.8","20.2"
"12-Abr","12.0","13.8","15.7","18.4","21.5","15.5","15.2","14.6","10.7","15.5","16.3","20.6","16.0","6.3","16.7","19.6"
"13-Abr","10.7","13.8","15.3","16.2","19.5","14.5","14.2","14.0","9.9","15.2","18.2","18.5","15.8","5.8","16.4","18.2"
"14-Abr","10.1","8.7","15.8","16.2","17.4","13.3","13.4","13.1","9.1","14.3","18.7","17.3","14.6","5.7","15.7","17.5"
"15-Abr","9.1","7.9","15.2","17.2","16.0","12.6","12.9","12.3","8.1","12.8","18.1","15.8","14.0","5.4","15.2","16.2"
"16-Abr","8.0","7.5","14.8","16.6","14.6","11.5","12.5","11.8","7.5","11.6","17.8","15.1","13.5","5.5","15.1","15.1"
"17-Abr","6.5","6.3","13.7","14.4","12.8","10.7","11.1","10.9","6.5","10.2","16.9","13.7","12.3","5.4","14.0","13.8"
"18-Abr","5.9","6.2","13.1","13.3","11.7","10.4","10.5","10.2","5.7","9.2","17.5","12.4","11.5","5.2","13.6","12.8"
"19-Abr","6.1","5.5","13.1","12.9","11.4","10.0","10.4","10.2","5.5","8.7","17.1","12.4","11.1","4.9","13.5","12.6"
"20-Abr","7.4","5.7","12.7","14.1","11.3","10.5","10.2","10.1","5.0","7.8","16.1","12.0","10.9","4.5","13.1","12.6"
"21-Abr","7.5","5.5","12.3","13.0","11.5","10.8","9.4","10.1","4.5","7.5","16.5","11.6","11.1","4.6","12.8","12.1"
"22-Abr","7.8","5.5","11.7","12.8","11.3","10.7","8.8","9.7","4.6","7.7","18.1","12.3","11.0","4.3","12.6","12.1"
"23-Abr","8.1","5.1","10.0","13.6","11.1","11.1","8.3","9.4","4.1","7.3","19.4","12.0","11.2","4.4","12.7","11.9"
"24-Abr","8.3","5.4","10.9","13.6","11.1","11.8","8.5","9.5","4.0","7.6","21.9","12.7","11.6","4.7","13.1","12.7"
"25-Abr","8.3","5.0","11.0","14.0","11.3","12.2","8.6","9.6","4.3","7.8","21.5","12.7","11.6","4.7","13.3","13.2"
"26-Abr","8.5","5.1","11.3","14.1","10.9","12.2","8.5","9.3","4.2","7.6","22.5","12.2","11.6","4.7","13.3","13.2"
"27-Abr","6.8","4.9","11.9","11.2","10.2","11.7","8.1","8.7","3.8","7.0","21.9","11.5","11.3","5.1","12.8","12.6"
"28-Abr","7.2","5.3","11.3","11.2","9.5","11.2","8.0","7.5","3.8","6.7","21.2","10.6","11.1","5.3","12.4","11.8"
"29-Abr","6.6","4.8","11.3","9.1","9.2","10.6","7.6","7.0","3.2","5.8","22.1","9.9","10.9","5.5","11.7","11.3"
"30-Abr","6.9","5.8","11.2","8.5","8.8","10.6","7.4","6.8","3.4","5.8","21.1","9.3","10.5","5.9","11.4","10.9"
"01-May","7.0","6.3","11.2","8.4","8.7","10.2","7.4","6.9","3.3","6.0","18.9","8.6","10.9","5.7","11.8","10.7"
"02-May","7.4","6.1","11.2","8.5","8.5","10.2","7.4","6.8","3.2","6.0","19.3","8.9","11.3","5.6","11.6","10.1"
"03-May","7.1","6.3","10.8","8.5","8.7","10.1","7.1","6.8","3.0","6.2","18.9","9.4","11.4","5.6","11.6","9.6"
"04-May","8.5","6.6","10.1","9.7","8.8","9.9","6.9","6.8","3.2","6.4","18.4","9.5","11.8","6.2","12.1","9.7"
"05-May","8.5","7.1","10.3","10.7","8.5","9.8","7.0","7.1","3.1","6.5","19.5","9.9","12.5","6.0","12.7","10.6"
"06-May","9.1","7.6","10.0","12.8","8.7","10.0","7.3","7.7","3.2","6.6","18.6","10.1","13.2","6.6","14.2","11.4"
"07-May","9.4","7.1","10.0","13.7","8.8","9.9","7.7","7.7","3.0","7.8","18.3","10.9","14.2","6.2","14.7","11.7"
"08-May","9.8","8.3","10.2","14.2","8.9","10.4","7.8","7.9","3.1","7.7","20.0","11.1","15.1","6.1","15.2","12.3"
"09-May","10.0","9.1","10.2","14.6","9.2","10.7","7.9","8.2","3.3","7.7","19.1","11.1","15.6","6.3","15.8","13.3"
"10-May","10.2","8.8","10.8","13.8","9.3","11.1","8.3","8.5","3.3","7.8","19.0","11.0","16.0","6.3","16.2","14.1"
"11-May","9.7","8.8","11.6","12.9","9.6","11.6","8.4","9.4","3.2","7.7","20.5","11.7","16.8","6.0","17.0","14.3"
"12-May","10.6","8.6","12.7","11.7","9.9","12.0","8.8","9.9","3.1","8.0","19.5","11.8","18.0","6.6","18.3","14.9"
"13-May","11.0","8.9","14.6","10.7","10.5","12.7","9.4","10.9","3.3","9.0","19.0","12.9","19.6","6.8","18.7","15.2"
"14-May","11.8","9.1","16.2","9.6","10.9","13.2","9.9","12.0","3.4","8.6","19.5","14.1","21.1","7.0","20.2","17.0"
"15-May","12.1","8.6","17.4","9.1","11.8","13.7","10.3","12.7","3.5","8.9","18.7","15.8","22.5","7.4","21.1","18.4"
"16-May","12.3","8.6","17.9","8.1","12.6","13.7","10.2","13.4","3.5","9.1","19.7","16.7","24.4","7.5","22.1","18.2"
"17-May","12.6","8.8","17.6","8.8","12.9","14.4","10.7","14.2","3.5","9.1","19.9","17.2","25.3","7.9","22.6","18.9"
"18-May","14.3","9.3","17.9","8.4","14.1","15.4","11.4","15.2","3.7","9.9","22.4","18.2","26.8","8.5","24.3","20.1"
"19-May","15.7","9.5","18.7","7.7","16.3","16.5","11.7","16.6","4.2","10.5","23.8","20.5","28.7","8.3","25.8","20.3"
"20-May","16.4","10.0","18.9","8.4","17.7","16.8","12.4","17.3","4.3","10.5","24.8","21.8","30.6","8.0","28.1","20.8"
"21-May","16.4","10.5","20.0","10.3","19.4","17.8","12.5","17.4","4.7","11.3","25.5","22.9","31.3","8.2","29.7","19.4"
"22-May","17.4","11.2","20.2","10.9","20.6","18.6","12.7","18.0","4.9","11.8","26.8","23.8","32.3","8.1","32.0","18.9"
"23-May","18.0","11.4","21.0","11.8","20.9","19.1","12.5","18.1","5.0","11.9","26.7","24.7","31.9","7.9","33.2","19.9"
"24-May","18.3","12.5","22.0","10.9","21.6","19.2","11.9","18.3","5.0","12.2","27.8","25.4","32.8","7.9","34.7","19.4"
"25-May","17.9","13.4","24.0","11.8","23.1","20.2","11.9","18.6","5.3","12.3","27.1","26.2","34.0","7.8","36.0","21.0"
"26-May","17.5","13.7","25.6","11.8","23.4","20.7","11.8","18.7","5.4","12.8","27.6","27.6","35.4","8.6","38.3","23.0"
"27-May","17.9","13.8","27.1","10.4","24.2","22.8","11.1","19.9","5.7","13.0","27.4","28.9","37.0","9.0","40.5","25.0"
"28-May","19.3","14.3","30.9","8.7","24.8","24.5","11.0","21.9","5.8","13.2","27.3","30.0","39.5","10.0","42.8","27.1"
"29-May","19.1","14.4","32.2","8.5","25.3","25.1","11.1","23.9","5.9","14.1","27.2","31.1","41.9","10.9","44.4","26.6"
"30-May","19.2","14.2","32.7","8.0","25.7","25.8","11.4","24.6","6.1","14.7","28.0","31.2","43.9","11.3","45.1","26.5"
"31-May","19.4","13.6","34.6","8.7","25.6","25.9","11.5","25.2","6.3","14.8","27.2","31.2","44.0","11.6","45.3","26.6"
"01-Jun","19.9","13.3","37.4","8.5","24.8","27.0","11.2","26.4","6.7","16.5","27.8","31.3","44.6","12.1","46.5","26.6"
"02-Jun","22.2","13.8","39.0","9.9","25.7","29.4","11.3","27.7","7.5","17.9","28.4","31.1","45.2","13.0","46.9","24.5"
"03-Jun","23.0","14.8","42.0","10.9","25.9","31.1","11.3","28.9","7.7","19.9","29.2","30.2","45.2","13.9","48.2","22.1"
"04-Jun","24.3","14.3","43.1","12.1","26.6","31.8","11.8","29.4","8.1","20.3","31.6","30.5","45.2","13.6","49.4","21.7"
"05-Jun","26.3","15.8","46.3","12.5","28.2","33.3","12.0","29.3","8.6","21.3","32.8","31.2","44.4","13.5","49.3","23.9"
"06-Jun","26.9","16.3","48.1","13.2","29.3","34.6","12.8","30.4","8.9","22.3","32.8","32.2","45.4","14.3","51.4","25.0"
"07-Jun","27.6","16.9","50.4","14.8","30.1","36.5","13.3","31.4","9.3","23.3","33.2","33.6","45.5","14.4","52.5","26.4"
"08-Jun","29.7","17.9","54.1","18.1","33.0","39.5","14.4","33.5","9.8","23.6","33.6","36.4","47.0","14.8","55.9","27.9"
"09-Jun","29.6","16.5","59.2","21.3","34.0","43.5","15.4","35.4","10.5","24.6","33.5","40.1","48.5","14.6","59.7","33.7"
"10-Jun","30.4","17.2","65.4","24.8","36.5","46.9","17.0","37.7","11.4","26.5","35.4","43.9","49.8","14.1","62.2","38.0"
"11-Jun","30.3","18.2","69.7","27.8","38.3","50.7","18.2","40.7","12.0","28.2","34.8","45.0","51.3","14.9","64.5","41.3"
"12-Jun","31.0","17.6","75.3","31.0","38.8","55.6","19.5","42.9","12.7","29.6","35.4","44.7","52.4","15.0","67.9","42.2"
"13-Jun","32.0","18.6","79.0","36.2","39.7","58.3","20.3","43.8","13.1","30.5","35.3","45.0","53.4","15.3","69.8","44.8"
"14-Jun","32.4","19.2","78.8","36.7","40.8","60.2","20.6","43.7","13.2","31.4","35.3","44.2","53.5","16.5","70.6","46.2"
"15-Jun","31.9","20.6","84.7","38.2","40.9","62.2","21.4","44.5","13.8","32.0","35.6","43.5","52.7","17.2","72.0","46.2"
"16-Jun","34.1","24.8","90.5","40.2","42.6","64.1","22.5","46.3","14.3","35.1","38.1","41.5","51.9","18.0","73.9","44.9"
"17-Jun","36.9","27.9","94.1","41.4","43.6","67.8","23.5","47.0","15.0","37.0","36.8","41.3","51.8","19.1","76.3","45.0"
"18-Jun","38.9","30.7","96.1","45.8","45.6","70.4","24.4","47.6","15.8","38.7","37.2","42.2","50.3","19.7","77.1","45.0"
"19-Jun","40.0","36.2","97.1","47.4","47.2","72.5","26.1","47.8","16.6","40.2","36.8","42.7","50.0","20.9","77.8","48.1"
"20-Jun","41.8","37.0","99.0","46.2","48.4","74.5","26.9","47.8","17.5","41.5","37.1","43.4","47.6","20.8","76.8","46.7"
"21-Jun","41.8","37.9","101.9","45.3","48.5","75.3","27.5","48.1","17.9","41.0","36.8","43.6","46.6","20.5","76.2","45.5"
"22-Jun","43.3","41.5","102.2","44.6","49.4","76.1","27.8","47.6","18.1","41.3","36.1","43.0","45.3","20.5","74.7","46.4"
"23-Jun","41.5","41.1","95.4","45.1","48.2","73.1","28.4","44.7","17.4","39.2","32.2","41.4","42.1","20.0","68.6","45.9"
"24-Jun","41.8","44.5","97.5","46.6","49.8","72.5","28.1","44.9","17.5","40.4","35.8","40.1","39.8","22.5","66.3","46.0"
"25-Jun","45.4","46.6","102.2","46.9","51.6","74.9","30.4","45.4","19.0","43.8","37.5","40.0","39.6","24.2","66.0","49.2"
"26-Jun","46.3","46.0","104.6","46.1","53.5","76.8","30.8","46.0","20.0","46.7","38.8","41.1","38.2","26.2","66.2","50.3"
"27-Jun","46.6","47.7","108.4","46.3","55.0","77.5","32.0","47.6","20.1","47.0","40.0","40.7","38.1","28.3","66.6","51.7"
"28-Jun","47.9","50.3","108.1","47.5","55.4","78.0","33.5","48.9","20.3","48.0","41.4","41.1","38.2","29.3","67.3","52.6"
"29-Jun","46.1","50.1","101.8","45.8","53.4","74.6","33.9","46.3","20.0","47.7","40.4","38.8","36.4","30.6","63.2","51.0"
"30-Jun","49.4","59.1","112.9","44.5","56.3","77.8","35.5","49.7","21.3","48.6","43.8","38.2","37.6","36.4","65.4","52.7"
"01-Jul","52.7","60.5","114.1","47.0","56.0","78.1","38.2","50.6","23.6","48.2","45.3","38.2","37.5","40.6","64.7","54.7"
"02-Jul","52.6","63.7","114.9","45.9","54.8","77.2","37.9","49.9","24.0","47.2","47.6","37.1","36.0","43.9","62.6","52.6"
"03-Jul","54.7","67.9","117.1","46.7","52.5","75.3","39.2","48.7","24.8","46.4","48.1","36.0","34.8","47.4","58.8","52.0"
"04-Jul","55.1","70.5","117.0","45.3","51.0","75.6","39.3","46.6","24.6","47.3","49.7","35.0","33.2","48.2","55.9","51.4"
"05-Jul","55.8","72.0","121.4","49.9","50.9","75.6","38.8","45.4","25.2","47.6","51.8","34.8","32.6","51.1","54.3","51.8"
"06-Jul","60.1","78.4","133.8","53.7","53.1","80.2","39.9","47.5","27.1","49.6","57.0","37.9","33.4","56.3","55.6","54.2"
"07-Jul","62.2","77.1","135.4","55.3","52.4","80.8","40.7","45.9","28.7","50.8","61.4","39.9","32.3","57.7","54.2","53.8"
"08-Jul","62.0","78.4","139.1","54.1","50.8","81.5","40.2","42.8","28.8","50.2","60.9","39.0","30.4","57.7","51.5","54.4"
"09-Jul","62.7","78.7","138.9","51.7","49.6","79.8","40.4","40.6","28.5","48.2","64.1","38.2","29.4","59.9","48.4","53.8"
"10-Jul","63.7","76.4","145.5","53.9","50.0","79.0","39.2","40.3","29.7","47.8","65.4","37.7","28.7","60.7","48.4","51.3"
"11-Jul","65.5","75.6","145.3","53.8","49.1","77.4","39.8","40.1","30.4","46.6","64.2","38.0","28.5","63.1","46.8","49.9"
"12-Jul","66.2","74.5","144.4","48.3","48.8","76.0","39.4","39.1","30.2","47.0","66.6","37.6","28.3","64.1","46.3","49.0"
"13-Jul","68.2","71.6","144.7","49.7","48.6","73.8","39.9","39.4","30.0","45.3","66.5","36.2","27.9","66.7","45.3","49.3"
"14-Jul","71.1","70.7","144.8","51.7","47.3","72.3","39.4","38.3","30.4","45.8","67.4","36.8","27.0","67.0","44.2","47.6"
"15-Jul","71.8","70.0","145.4","51.1","45.9","69.6","38.8","37.6","29.7","44.8","66.6","36.7","26.8","69.2","43.0","44.1"
"16-Jul","72.4","71.0","143.6","48.2","44.0","66.1","38.1","36.3","29.4","44.3","65.7","36.8","25.5","68.4","41.9","45.1"
"17-Jul","71.9","71.5","130.0","45.9","42.7","60.0","38.2","34.8","27.4","42.5","67.1","36.3","24.3","67.5","38.6","43.9"
"18-Jul","70.8","71.4","125.5","46.6","41.3","56.6","37.5","34.0","26.2","42.1","67.5","35.6","23.4","66.2","38.3","43.5"
"19-Jul","70.5","71.0","124.8","47.3","40.3","55.7","37.5","34.3","26.1","40.8","63.9","35.6","23.0","65.4","37.5","42.3"
"20-Jul","70.9","68.9","121.9","46.5","38.6","54.9","36.5","33.2","25.2","41.6","63.6","35.7","21.8","65.9","36.1","40.4"
"21-Jul","71.5","69.3","116.7","43.7","37.6","53.3","35.2","32.4","24.4","41.5","60.7","34.4","21.1","69.0","35.1","40.7"
"22-Jul","73.5","70.2","109.6","43.9","37.1","52.4","34.6","31.2","24.0","41.6","61.3","35.0","20.2","69.0","33.1","39.3"
"23-Jul","74.2","70.5","108.2","48.9","38.5","52.5","34.4","30.9","24.0","42.8","56.5","34.7","20.2","71.5","33.2","38.4"
"24-Jul","75.3","72.5","112.9","49.0","39.5","56.5","34.7","31.0","23.7","44.3","54.0","35.9","20.5","73.3","34.4","40.8"
"25-Jul","77.9","75.5","114.3","52.1","41.1","58.5","36.0","31.7","25.0","45.0","54.5","36.7","21.1","75.4","35.4","42.2"
"26-Jul","78.0","78.5","114.1","53.8","42.2","59.0","37.2","31.2","24.8","47.7","54.0","37.4","21.4","75.4","36.1","43.9"
"27-Jul","79.4","86.0","116.6","55.0","43.8","62.3","38.0","31.4","26.5","50.6","52.4","39.4","22.7","75.9","37.4","45.0"
"28-Jul","80.0","91.6","121.9","54.5","45.0","64.5","39.8","32.3","28.2","52.9","50.1","40.2","23.5","74.5","38.0","46.4"
"29-Jul","80.5","93.6","123.3","53.3","46.8","65.9","40.9","34.4","29.2","55.3","50.1","40.9","24.1","76.3","39.6","49.1"
"30-Jul","80.5","96.4","123.7","53.8","46.7","67.8","42.8","35.5","30.6","57.2","50.8","42.9","24.7","76.1","40.6","49.7"
"31-Jul","81.8","98.8","120.9","52.1","46.0","69.6","43.2","36.3","31.4","57.5","49.2","43.9","24.8","77.3","40.5","48.0"
"01-Ago","81.5","97.2","123.4","47.9","46.5","72.2","42.9","36.6","31.7","59.4","48.8","44.8","25.0","77.7","40.0","49.1"
"02-Ago","82.2","96.8","121.7","47.8","47.5","73.2","42.8","37.2","32.7","58.8","48.1","46.7","25.2","82.0","40.1","50.5"
"03-Ago","83.0","97.0","115.5","50.1","49.0","72.9","44.2","38.3","32.9","61.6","47.4","49.0","25.3","88.0","40.3","53.3"
"04-Ago","83.7","92.0","109.2","52.1","50.7","74.6","46.8","39.3","32.4","64.5","47.2","55.0","25.7","94.9","42.1","57.0"
"05-Ago","83.3","92.4","111.6","57.8","52.9","75.4","49.7","40.0","35.4","69.6","44.8","58.9","26.1","99.5","42.9","61.2"
"06-Ago","84.4","92.0","110.8","57.8","54.9","78.4","51.5","41.8","37.4","73.1","44.1","60.8","26.7","106.3","43.7","63.4"
"07-Ago","83.7","91.5","114.1","62.3","57.0","76.8","54.3","42.5","40.9","79.6","45.0","63.4","27.2","110.1","45.3","66.5"
"08-Ago","82.9","92.9","109.1","65.9","57.8","76.7","56.8","43.2","41.8","83.0","43.4","65.4","27.5","114.5","46.0","68.2"
"09-Ago","82.8","94.6","111.1","67.0","58.3","76.3","59.2","43.9","42.5","87.3","44.5","65.7","27.4","115.2","46.3","69.6"
"10-Ago","81.9","96.2","110.1","73.5","60.2","76.1","62.4","45.1","45.1","91.1","47.1","67.2","27.6","114.5","47.1","73.9"
"11-Ago","78.9","103.1","109.1","80.2","63.4","75.7","65.2","46.6","49.3","99.1","48.5","70.3","28.1","111.7","46.9","76.0"
"12-Ago","79.1","102.5","103.4","80.3","64.7","75.5","67.5","47.1","53.3","104.7","50.5","74.7","28.6","109.4","47.6","78.5"
"13-Ago","76.7","101.6","100.0","84.9","67.5","74.5","71.1","47.2","54.3","109.6","52.9","78.2","28.8","106.0","47.7","81.1"
"14-Ago","74.2","99.6","95.1","91.5","69.2","75.6","73.6","47.8","55.1","111.2","53.3","80.3","29.1","102.7","47.7","83.8"
"15-Ago","72.2","98.3","96.1","93.2","70.1","74.7","74.9","47.6","57.9","111.5","57.4","81.9","28.6","98.6","47.7","84.1"
"16-Ago","70.6","95.3","93.0","91.5","70.1","74.8","76.5","47.2","57.5","107.8","57.5","82.3","28.3","97.7","47.3","84.5"
"17-Ago","62.8","86.1","85.0","81.2","65.3","70.0","74.2","42.6","53.7","99.0","54.1","78.6","26.4","88.4","43.6","78.8"
"18-Ago","60.1","79.7","84.7","77.5","62.5","67.3","71.2","40.4","50.8","92.6","57.3","72.4","25.4","84.8","41.5","74.9"
"19-Ago","56.5","75.7","82.5","77.2","63.6","66.7","69.5","40.5","48.2","89.4","59.7","71.8","25.2","81.4","41.2","70.5"
"20-Ago","52.4","71.5","82.7","75.0","61.4","65.3","67.3","40.3","48.7","84.2","61.0","71.2","24.9","76.6","40.3","69.5"
"21-Ago","50.8","68.2","81.9","70.6","60.4","62.6","66.4","39.4","48.8","79.3","61.2","71.3","24.8","74.0","39.4","68.1"
"22-Ago","50.6","64.9","80.1","70.8","60.2","60.7","66.1","38.5","46.2","76.5","56.7","70.5","25.3","71.6","39.0","68.4"
"23-Ago","49.7","62.7","78.3","70.4","59.7","59.5","64.2","38.5","45.7","77.2","58.1","69.3","25.4","66.7","38.6","66.6"
"24-Ago","51.5","61.4","84.4","70.6","61.9","60.1","64.3","41.0","46.9","79.3","60.7","72.7","26.9","65.1","40.3","66.5"
"25-Ago","47.7","55.8","80.2","66.3","60.8","58.1","62.4","40.9","47.4","76.7","55.1","74.8","26.8","60.5","39.4","65.9"
"26-Ago","43.3","52.2","78.6","61.2","57.5","54.5","61.2","38.0","43.5","69.8","48.9","69.4","26.1","54.8","36.5","66.1"
"27-Ago","41.2","47.0","76.3","56.5","55.6","51.0","58.4","34.6","40.4","65.3","45.1","66.5","25.1","51.5","34.1","62.7"
"28-Ago","39.1","42.4","73.4","52.7","53.9","49.1","55.0","32.8","36.2","60.7","43.3","62.5","24.2","48.6","32.3","60.8"
"29-Ago","37.0","40.2","72.4","46.5","51.5","46.7","51.0","32.4","34.4","58.7","41.8","60.2","23.3","46.2","31.0","58.8"
"30-Ago","35.4","38.8","70.4","44.9","50.1","45.2","49.0","31.7","33.9","56.4","40.0","59.4","23.0","44.5","30.5","57.7"
"31-Ago","33.6","35.8","68.0","41.5","48.5","42.7","45.8","29.7","32.2","53.9","36.5","55.4","21.6","43.0","29.0","56.9"
"01-Sep","31.6","32.4","64.6","38.7","46.8","40.2","43.1","27.7","29.5","48.8","35.0","51.4","20.2","41.4","28.0","55.2"
"02-Sep","29.1","28.9","62.5","33.7","44.0","37.5","41.2","26.3","27.5","45.1","34.8","50.0","19.6","38.6","26.6","54.1"
"03-Sep","27.2","27.4","59.7","29.8","41.9","35.2","38.3","25.9","25.2","43.1","31.1","45.8","18.5","35.5","25.5","51.2"
"04-Sep","24.8","25.4","57.3","24.1","40.1","33.6","35.6","25.3","24.5","41.0","30.0","43.5","17.4","32.3","24.8","48.0"
"05-Sep","22.8","23.9","55.8","21.6","38.7","33.0","33.5","24.7","23.2","38.3","30.5","42.8","17.0","30.7","24.0","45.8"
"06-Sep","22.4","22.4","53.0","21.2","38.1","31.4","31.6","24.0","22.5","37.9","27.8","41.7","16.5","28.9","23.9","44.5"
"07-Sep","20.7","20.5","48.9","18.9","37.2","31.3","31.1","22.9","22.1","35.9","25.1","41.2","16.7","27.1","23.4","42.9"
"08-Sep","19.4","19.9","47.6","15.3","36.5","29.7","31.1","21.9","20.8","34.9","24.1","38.5","16.8","23.5","23.0","40.9"
"09-Sep","18.5","18.1","43.0","15.4","35.1","28.2","28.7","20.8","20.8","33.8","21.5","36.9","16.2","22.0","23.1","38.5"
"10-Sep","17.7","16.5","39.2","14.2","34.3","27.2","27.4","19.9","19.6","32.5","21.8","36.5","16.1","20.9","23.0","37.4"
"11-Sep","17.1","16.8","38.5","13.2","32.7","25.7","26.7","19.1","18.7","30.7","19.8","35.0","16.1","20.0","22.7","36.8"
"12-Sep","16.5","16.5","37.1","16.1","32.3","24.6","25.7","18.3","18.5","29.9","18.5","33.3","15.7","18.6","22.4","35.2"
"13-Sep","16.5","16.0","37.0","14.6","31.6","24.4","25.1","17.7","18.2","28.3","18.3","33.3","15.6","17.9","22.0","34.0"
